loan_id,customer_id,product_id,location_id,application_date_id,approval_date_id,loan_amount_requested,loan_amount_approved,approval_status,rejection_reason,interest_rate,interest_rate_type,loan_term_months,monthly_payment,outstanding_balance,total_paid,is_secured,collateral_type,collateral_value,credit_score_at_application,loan_status,missed_payments_count,days_past_due
1286,982,8,16,20230213,,817689.08,,Rejected,Low Credit Score,,Fixed,240,,,,True,Property,1098557.4,573,,0,0
1287,42,7,49,20230223,,21978.87,,Rejected,Low Credit Score,,Fixed,36,,,,False,,,533,,0,0
1288,4180,8,41,20220307,20220403.0,420313.79,377189.56,Approved,,5.15,Fixed,240,2520.65,360790.14,16399.42,True,Property,531483.97,720,Defaulted,0,0
1289,2090,8,20,20230417,20230419.0,362733.67,340243.93,Approved,,6.16,Fixed,240,2469.12,266693.41,73550.52,True,Property,435580.16,591,Current,0,0
1290,1032,7,14,20230929,20231002.0,17992.1,15986.79,Approved,,11.07,Fixed,60,348.15,11754.69,4232.1,False,,,507,Current,0,0
1291,3349,7,13,20221211,20221218.0,9548.64,9364.12,Approved,,6.7,Fixed,60,184.1,9023.45,340.67,False,,,711,Current,0,0
1292,4195,7,16,20220222,,32001.74,,Pending,,,Fixed,24,,,,False,,,879,,0,0
1293,4309,8,50,20231224,20231230.0,1098436.17,951282.19,Approved,,4.12,Fixed,240,5824.91,852448.3,98833.89,True,Property,1568526.04,679,Current,0,0
1294,3711,7,18,20230328,20230329.0,42923.54,38326.95,Approved,,6.5,Fixed,60,749.91,27326.89,11000.06,False,,,747,Current,0,0
1295,316,7,33,20231125,20231213.0,27387.89,24122.31,Approved,,7.95,Fixed,48,588.33,16943.05,7179.26,False,,,686,Current,0,0
1296,466,7,49,20220205,20220208.0,34090.25,32318.29,Approved,,7.36,Fixed,36,1003.22,29831.67,2486.62,False,,,672,Delinquent,0,0
1297,2655,9,45,20230202,20230214.0,168691.35,158875.29,Approved,,6.37,Variable,0,,135329.94,23545.35,True,Property,336791.61,753,Current,0,0
1298,1618,8,26,20231103,20231103.0,882707.18,783105.3,Approved,,4.98,Fixed,300,4568.84,675827.05,107278.25,True,Property,1246883.38,656,Current,0,0
1299,3606,8,3,20230111,20230112.0,912571.57,801452.53,Approved,,4.37,Fixed,240,5014.32,742306.72,59145.81,True,Property,1027633.67,701,Current,3,90
1300,2716,7,19,20231103,,40459.91,,Pending,,,Fixed,24,,,,False,,,705,,0,0
1301,2343,8,42,20230425,,511658.78,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,618504.21,626,,0,0
1302,852,9,44,20220404,20220427.0,258526.41,254298.89,Approved,,7.49,Variable,0,,214924.2,39374.69,True,Property,537949.8,759,Current,0,0
1303,3146,8,39,20220119,20220210.0,668993.65,642135.96,Approved,,4.81,Fixed,300,3683.12,480288.49,161847.47,True,Property,808348.35,666,Delinquent,0,0
1304,1853,9,10,20220603,20220625.0,134289.1,115875.74,Approved,,4.3,Variable,0,,98553.06,17322.68,True,Property,316910.44,619,Current,0,0
1305,1401,7,48,20230126,20230201.0,19859.37,19336.3,Approved,,6.51,Fixed,36,592.73,16979.85,2356.45,False,,,722,Current,0,0
1306,1431,9,25,20221204,20230101.0,219690.69,187398.79,Approved,,5.86,Variable,0,,183823.35,3575.44,True,Property,507274.88,608,Current,1,30
1307,3883,8,43,20221023,20221026.0,1193661.21,1092904.53,Approved,,5.52,Fixed,240,7530.3,832350.08,260554.45,True,Property,1424672.24,682,Defaulted,0,0
1308,1094,7,44,20221215,,18422.27,,Rejected,Insufficient Income,,Fixed,48,,,,False,,,679,,0,0
1309,318,7,40,20221123,,16196.56,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,766,,0,0
1310,3627,7,47,20231024,,6580.55,,Rejected,Employment History,,Fixed,60,,,,False,,,717,,0,0
1311,2504,8,17,20231214,20231227.0,1048929.2,931073.99,Approved,,7.07,Fixed,300,6622.27,678098.12,252975.87,True,Property,1492981.91,677,Current,0,0
1312,443,8,46,20221204,20221220.0,466517.34,419258.3,Approved,,6.47,Fixed,300,2823.01,347553.55,71704.75,True,Property,696290.65,745,Current,0,0
1313,3171,9,24,20230603,20230612.0,171272.26,150535.83,Approved,,6.29,Variable,0,,145701.67,4834.16,True,Property,378636.23,791,Current,0,0
1314,3327,9,36,20230115,,201989.72,,Pending,,,Variable,0,,,,True,Property,474233.97,724,,0,0
1315,2323,9,26,20220910,,268052.37,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,423877.49,680,,0,0
1316,4005,9,18,20230413,20230507.0,295170.14,251758.3,Approved,,5.97,Variable,0,,200029.62,51728.68,True,Property,639199.69,575,Delinquent,0,0
1317,1360,7,26,20230705,20230727.0,47107.29,44632.02,Approved,,5.74,Fixed,24,1972.89,42786.08,1845.94,False,,,594,Current,1,30
1318,1402,7,43,20220505,20220602.0,38842.75,38821.19,Approved,,11.12,Fixed,60,846.39,35808.11,3013.08,False,,,655,Current,0,0
1319,2121,9,44,20221107,20221127.0,162472.85,160408.78,Approved,,5.67,Variable,0,,155081.87,5326.91,True,Property,342772.8,631,Paid Off,3,90
1320,1979,9,5,20230817,20230904.0,150573.08,130905.26,Approved,,7.41,Variable,0,,119159.92,11745.34,True,Property,317913.39,665,Current,0,0
1321,3211,8,4,20220604,20220627.0,1076155.98,1059026.07,Approved,,5.66,Fixed,300,6604.92,907073.41,151952.66,True,Property,1562048.38,684,Current,0,0
1322,3109,9,31,20220831,20220909.0,160065.44,153959.38,Approved,,4.73,Variable,0,,151314.8,2644.58,True,Property,338765.19,722,Current,0,0
1323,3103,7,30,20230526,,31112.66,,Rejected,High Debt-to-Income Ratio,,Fixed,24,,,,False,,,674,,0,0
1324,5,9,37,20220605,20220630.0,119930.55,104876.4,Approved,,6.87,Variable,0,,78620.92,26255.48,True,Property,213233.0,718,Current,0,0
1325,1049,8,19,20230816,,1098877.31,,Rejected,Insufficient Income,,Fixed,300,,,,True,Property,1538009.22,685,,0,0
1326,201,9,17,20221110,20221120.0,88705.94,86400.43,Approved,,5.3,Variable,0,,72533.81,13866.62,True,Property,193750.86,521,Current,0,0
1327,1986,9,50,20220506,,187690.15,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,284115.31,604,,0,0
1328,2466,8,17,20220310,20220318.0,786358.85,758443.51,Approved,,6.29,Fixed,240,5561.37,579282.59,179160.92,True,Property,1029606.87,668,Current,0,0
1329,3824,9,18,20230712,20230713.0,234469.96,225599.83,Approved,,6.63,Variable,0,,168013.76,57586.07,True,Property,439894.3,583,Current,0,0
1330,1365,7,50,20230902,,33211.82,,Rejected,Employment History,,Fixed,60,,,,False,,,727,,0,0
1331,4969,9,9,20220815,20220911.0,60208.01,54849.59,Approved,,5.28,Variable,0,,39237.96,15611.63,True,Property,129601.86,802,Current,0,0
1332,1291,8,31,20230407,,707431.16,,Rejected,High Debt-to-Income Ratio,,Fixed,300,,,,True,Property,959851.64,777,,0,0
1333,4668,8,22,20231108,20231112.0,633225.59,602502.56,Approved,,4.47,Fixed,300,3338.65,493626.05,108876.51,True,Property,769786.64,662,Paid Off,0,0
1334,2362,8,14,20230413,20230413.0,899094.12,847422.21,Approved,,6.25,Fixed,240,6194.05,722823.93,124598.28,True,Property,1086153.01,799,Current,0,0
1335,4083,8,8,20220315,20220326.0,697360.85,617348.47,Approved,,7.14,Fixed,300,4418.58,558968.63,58379.84,True,Property,866874.23,691,Current,0,0
1336,3111,8,36,20220529,20220620.0,1139407.19,979634.96,Approved,,4.71,Fixed,300,5562.55,746072.86,233562.1,True,Property,1389657.82,653,Current,0,0
1337,504,7,41,20220510,,39840.34,,Rejected,Insufficient Income,,Fixed,36,,,,False,,,630,,0,0
1338,2717,8,21,20230622,20230713.0,1012986.57,962382.92,Approved,,6.87,Fixed,240,7386.43,863414.98,98967.94,True,Property,1248485.1,655,Current,0,0
1339,3199,8,29,20220916,20220925.0,1085013.11,1002728.65,Approved,,6.56,Fixed,240,7511.54,811344.62,191384.03,True,Property,1304745.26,648,Delinquent,0,0
1340,3249,7,1,20230622,20230721.0,47043.58,41353.84,Approved,,5.08,Fixed,36,1240.9,31571.34,9782.5,False,,,693,Current,0,0
1341,407,7,27,20230911,20230911.0,14823.1,13237.86,Approved,,10.82,Fixed,60,286.64,11979.86,1258.0,False,,,692,Current,0,0
1342,215,7,44,20220325,20220402.0,42116.34,41565.56,Approved,,10.95,Fixed,24,1936.32,41103.75,461.81,False,,,680,Current,0,0
1343,4040,8,37,20220622,20220718.0,553704.88,551649.48,Approved,,4.61,Fixed,240,3522.85,453879.64,97769.84,True,Property,797573.35,714,Current,0,0
1344,462,7,12,20220402,,14704.24,,Rejected,Employment History,,Fixed,48,,,,False,,,775,,0,0
1345,723,7,23,20220403,20220426.0,15257.9,14176.03,Approved,,5.12,Fixed,60,268.3,13375.2,800.83,False,,,755,Current,0,0
1346,429,9,42,20230313,20230317.0,101268.5,98111.47,Approved,,4.79,Variable,0,,76005.22,22106.25,True,Property,156589.99,561,Delinquent,0,0
1347,2756,9,47,20230402,20230412.0,50004.27,49649.05,Approved,,7.45,Variable,0,,47958.64,1690.41,True,Property,91794.86,475,Delinquent,0,0
1348,2224,7,46,20230212,,32721.23,,Rejected,Insufficient Income,,Fixed,36,,,,False,,,754,,0,0
1349,4062,9,48,20230314,20230325.0,130028.45,125242.91,Approved,,7.36,Variable,0,,91106.84,34136.07,True,Property,227545.1,570,Current,0,0
1350,1154,9,41,20230606,20230624.0,106350.36,90789.17,Approved,,5.21,Variable,0,,66867.12,23922.05,True,Property,213350.61,662,Current,0,0
1351,2906,9,23,20220717,20220808.0,61475.15,55962.93,Approved,,4.02,Variable,0,,47924.73,8038.2,True,Property,102369.95,586,Current,0,0
1352,1281,8,23,20220602,20220617.0,1022274.29,989443.38,Approved,,4.71,Fixed,240,6372.42,940700.89,48742.49,True,Property,1414540.51,535,Defaulted,0,0
1353,3084,8,5,20230616,20230712.0,1043151.4,989587.18,Approved,,5.33,Fixed,240,6712.58,938671.7,50915.48,True,Property,1235891.05,723,Current,0,0
1354,2613,7,32,20220223,20220323.0,12102.69,11198.23,Approved,,9.12,Fixed,48,279.31,9972.64,1225.59,False,,,740,Paid Off,0,0
1355,3197,9,39,20221016,20221112.0,253307.55,225245.49,Approved,,7.29,Variable,0,,190577.6,34667.89,True,Property,590489.36,633,Current,2,60
1356,3267,9,49,20220926,,183099.45,,Rejected,Employment History,,Variable,0,,,,True,Property,409298.75,472,,0,0
1357,4656,9,27,20220208,20220309.0,285055.81,272260.04,Approved,,5.33,Variable,0,,211794.48,60465.56,True,Property,480464.89,636,Current,0,0
1358,2254,8,5,20231022,20231116.0,237016.25,208274.22,Approved,,7.07,Fixed,300,1481.35,197512.57,10761.65,True,Property,291533.09,711,Current,0,0
1359,3395,9,2,20230130,20230211.0,297408.23,260964.23,Approved,,7.12,Variable,0,,217902.85,43061.38,True,Property,639156.93,561,Delinquent,0,0
1360,1236,9,12,20220329,20220403.0,109867.23,106394.09,Approved,,5.51,Variable,0,,90555.42,15838.67,True,Property,274624.9,694,Current,0,0
1361,128,9,32,20230403,20230422.0,219864.62,205590.26,Approved,,5.09,Variable,0,,181327.99,24262.27,True,Property,398001.02,678,Current,0,0
1362,4575,8,4,20220909,20220913.0,523846.86,471088.68,Approved,,6.6,Fixed,300,3210.32,352464.09,118624.59,True,Property,612129.3,726,Current,0,0
1363,3982,9,25,20230902,20230911.0,129673.3,123240.47,Approved,,6.92,Variable,0,,109974.99,13265.48,True,Property,294312.37,689,Current,0,0
1364,3426,9,30,20221015,20221029.0,243271.8,240076.2,Approved,,5.33,Variable,0,,213159.02,26917.18,True,Property,482046.49,602,Current,0,0
1365,3699,7,36,20230315,20230410.0,16291.22,15259.8,Approved,,8.26,Fixed,24,691.97,12728.99,2530.81,False,,,775,Current,0,0
1366,2449,9,25,20220519,20220603.0,199627.16,186990.16,Approved,,5.29,Variable,0,,182907.65,4082.51,True,Property,322003.18,667,Current,0,0
1367,1939,9,7,20220301,,295192.75,,Pending,,,Variable,0,,,,True,Property,463241.59,677,,0,0
1368,707,7,25,20230509,,40831.01,,Rejected,Low Credit Score,,Fixed,60,,,,False,,,605,,0,0
1369,3112,9,18,20220614,20220622.0,77040.25,72507.17,Approved,,6.17,Variable,0,,56553.09,15954.08,True,Property,140470.71,644,Current,0,0
1370,1757,8,4,20221219,20230111.0,293065.29,269965.3,Approved,,7.33,Fixed,300,1965.26,223754.62,46210.68,True,Property,338990.43,609,Current,0,0
1371,2205,9,13,20221214,,57012.04,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,132065.96,666,,0,0
1372,3709,9,49,20220914,20221007.0,54243.06,47331.91,Approved,,5.67,Variable,0,,40618.39,6713.52,True,Property,96485.51,816,Delinquent,0,0
1373,3918,9,23,20230315,20230403.0,197278.18,173556.65,Approved,,4.02,Variable,0,,155109.84,18446.81,True,Property,361720.01,570,Current,0,0
1374,1295,8,30,20230525,,333578.23,,Rejected,Incomplete Application,,Fixed,240,,,,True,Property,461921.62,550,,0,0
1375,3946,7,42,20231022,20231025.0,32993.64,28885.44,Approved,,9.53,Fixed,60,607.07,27898.9,986.54,False,,,797,Current,0,0
1376,1203,9,18,20230920,,121529.27,,Rejected,Insufficient Income,,Variable,0,,,,True,Property,220809.79,663,,0,0
1377,3830,9,8,20220831,,91791.53,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,185528.95,626,,0,0
1378,3496,7,17,20220731,20220805.0,13285.67,12232.17,Approved,,8.35,Fixed,48,300.64,11762.2,469.97,False,,,763,Current,1,30
1379,2434,7,13,20230115,20230205.0,40356.2,38053.35,Approved,,11.89,Fixed,48,1000.04,36055.22,1998.13,False,,,631,Current,0,0
1380,4511,9,37,20220324,20220406.0,169363.67,159379.81,Approved,,7.17,Variable,0,,157580.4,1799.41,True,Property,308142.65,826,Current,0,0
1381,272,8,39,20220808,20220816.0,986926.23,880377.14,Approved,,5.97,Fixed,240,6292.07,772541.63,107835.51,True,Property,1398066.18,734,Paid Off,0,0
1382,3739,9,47,20230730,20230822.0,264265.09,234945.08,Approved,,4.68,Variable,0,,171897.01,63048.07,True,Property,443100.66,640,Current,2,60
1383,2661,9,49,20230314,20230322.0,238327.29,205795.71,Approved,,5.01,Variable,0,,147447.87,58347.84,True,Property,370781.83,852,Defaulted,1,30
1384,3540,7,20,20221118,20221211.0,29726.3,29617.78,Approved,,10.99,Fixed,48,765.34,25404.31,4213.47,False,,,631,Current,0,0
1385,2549,8,48,20231003,20231018.0,257214.57,237832.99,Approved,,6.1,Fixed,300,1546.93,193011.56,44821.43,True,Property,338297.83,739,Current,0,0
1386,428,7,16,20230319,20230326.0,11623.84,11263.41,Approved,,7.3,Fixed,24,505.83,10722.84,540.57,False,,,703,Current,0,0
1387,956,8,7,20220807,20220829.0,801124.51,782732.66,Approved,,5.05,Fixed,240,5187.33,559269.69,223462.97,True,Property,1156778.97,784,Paid Off,2,60
1388,4365,7,49,20231221,,41135.77,,Rejected,Incomplete Application,,Fixed,60,,,,False,,,804,,0,0
1389,3567,8,43,20230910,,546011.44,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,760355.54,682,,0,0
1390,2800,8,31,20221109,,909603.63,,Pending,,,Fixed,300,,,,True,Property,1235588.46,619,,0,0
1391,3819,9,23,20230626,20230701.0,291305.21,273217.92,Approved,,6.57,Variable,0,,200821.13,72396.79,True,Property,515008.24,716,Paid Off,0,0
1392,3874,9,37,20230421,20230501.0,266322.63,240658.94,Approved,,6.44,Variable,0,,172578.86,68080.08,True,Property,572067.66,625,Current,0,0
1393,12,7,33,20220920,20221011.0,34780.17,31179.71,Approved,,6.33,Fixed,36,953.22,27445.92,3733.79,False,,,841,Current,0,0
1394,4634,7,31,20220716,,23802.13,,Pending,,,Fixed,36,,,,False,,,690,,0,0
1395,4974,7,50,20230623,,28308.64,,Rejected,Employment History,,Fixed,60,,,,False,,,650,,0,0
1396,820,7,30,20230416,20230416.0,11544.62,10832.14,Approved,,8.56,Fixed,36,342.25,10017.51,814.63,False,,,694,Current,3,90
1397,22,8,29,20220730,20220802.0,224111.14,199683.02,Approved,,6.09,Fixed,300,1297.57,164445.69,35237.33,True,Property,266819.72,572,Current,0,0
1398,847,7,5,20220123,,21771.99,,Rejected,Low Credit Score,,Fixed,48,,,,False,,,602,,0,0
1399,3834,9,14,20230427,20230504.0,133202.93,127686.65,Approved,,4.91,Variable,0,,121667.15,6019.5,True,Property,326219.3,776,Current,0,0
1400,3029,7,42,20220607,20220618.0,40035.84,36653.18,Approved,,7.7,Fixed,48,889.66,31550.35,5102.83,False,,,627,Current,0,0
1401,686,8,28,20220713,20220805.0,535399.96,459964.82,Approved,,5.25,Fixed,240,3099.45,323394.95,136569.87,True,Property,705970.19,596,Current,0,0
1402,1941,9,3,20220803,20220812.0,297948.36,283179.76,Approved,,5.66,Variable,0,,278807.99,4371.77,True,Property,468494.64,722,Current,0,0
1403,4653,9,48,20230528,20230609.0,204971.18,181654.81,Approved,,6.16,Variable,0,,164603.13,17051.68,True,Property,508372.99,774,Current,0,0
1404,1361,7,46,20231114,20231205.0,7575.65,6762.95,Approved,,9.82,Fixed,48,170.94,5055.62,1707.33,False,,,737,Current,0,0
1405,4934,8,3,20230606,,593236.59,,Rejected,High Debt-to-Income Ratio,,Fixed,240,,,,True,Property,738584.65,759,,0,0
1406,4655,7,11,20220527,20220614.0,7346.42,7037.63,Approved,,11.4,Fixed,36,231.74,6640.76,396.87,False,,,619,Current,0,0
1407,3391,9,10,20220326,20220417.0,128284.35,111525.85,Approved,,6.21,Variable,0,,81887.61,29638.24,True,Property,214240.52,566,Delinquent,0,0
1408,1642,8,12,20230209,20230217.0,593622.42,517290.96,Approved,,5.72,Fixed,300,3244.94,398078.24,119212.72,True,Property,879779.1,800,Current,0,0
1409,4890,9,5,20230804,20230810.0,211268.57,198011.2,Approved,,6.19,Variable,0,,179932.22,18078.98,True,Property,385906.21,654,Current,0,0
1410,1976,7,48,20221207,20221231.0,48195.86,43607.97,Approved,,9.36,Fixed,24,1999.43,31266.15,12341.82,False,,,659,Current,0,0
1411,3439,8,13,20230102,20230102.0,353188.72,326826.39,Approved,,5.01,Fixed,240,2158.72,243940.13,82886.26,True,Property,521831.17,786,Current,0,0
1412,2384,9,17,20231027,20231122.0,268053.01,262876.79,Approved,,4.74,Variable,0,,200283.85,62592.94,True,Property,636924.87,724,Current,0,0
1413,2813,7,19,20221013,20221028.0,13792.3,13161.28,Approved,,9.12,Fixed,24,601.99,12643.34,517.94,False,,,716,Current,1,30
1414,85,8,49,20221207,,1081111.16,,Pending,,,Fixed,300,,,,True,Property,1341515.37,853,,0,0
1415,2923,8,44,20220205,20220221.0,408052.87,374322.91,Approved,,6.99,Fixed,300,2643.25,358263.83,16059.08,True,Property,524920.27,628,Current,0,0
1416,1553,8,23,20230226,20230323.0,509107.65,469683.07,Approved,,6.97,Fixed,240,3632.99,396874.32,72808.75,True,Property,561608.45,754,Current,1,30
1417,3625,9,25,20220504,,113123.28,,Rejected,Incomplete Application,,Variable,0,,,,True,Property,236778.15,684,,0,0
1418,1494,9,48,20220316,,241033.48,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,503161.18,701,,0,0
1419,4592,7,45,20221003,,19561.07,,Rejected,Incomplete Application,,Fixed,24,,,,False,,,802,,0,0
1420,2812,7,6,20220114,,25644.22,,Rejected,Low Credit Score,,Fixed,24,,,,False,,,720,,0,0
1421,2710,9,11,20220510,20220604.0,123098.28,121055.47,Approved,,5.59,Variable,0,,86405.93,34649.54,True,Property,243205.55,723,Current,0,0
1422,2688,8,29,20220312,20220326.0,432947.82,368140.17,Approved,,6.84,Fixed,240,2818.94,293810.38,74329.79,True,Property,550000.66,765,Paid Off,0,0
1423,325,7,32,20231216,20231228.0,10482.56,9764.82,Approved,,5.6,Fixed,48,227.54,6903.11,2861.71,False,,,650,Current,0,0
1424,96,8,6,20230706,20230714.0,650832.32,623355.8,Approved,,4.37,Fixed,240,3900.05,556743.45,66612.35,True,Property,825955.36,612,Current,0,0
1425,2966,7,31,20231010,20231108.0,45343.36,40014.62,Approved,,9.48,Fixed,48,1004.91,36510.36,3504.26,False,,,596,Current,0,0
1426,1696,8,7,20220918,20221003.0,894386.97,801037.82,Approved,,6.91,Fixed,300,5615.66,591478.88,209558.94,True,Property,1330441.95,522,Current,1,30
1427,4662,9,9,20221124,20221217.0,260852.28,243134.04,Approved,,5.55,Variable,0,,207665.59,35468.45,True,Property,476218.58,844,Current,0,0
1428,1568,7,26,20221228,20230103.0,45327.8,41158.3,Approved,,10.79,Fixed,60,890.58,29339.89,11818.41,False,,,591,Current,1,30
1429,3855,9,50,20220713,20220726.0,65437.07,59283.68,Approved,,4.45,Variable,0,,51747.06,7536.62,True,Property,160252.73,662,Current,0,0
1430,3136,8,2,20220611,20220707.0,306255.42,274642.4,Approved,,4.75,Fixed,240,1774.8,270172.16,4470.24,True,Property,407379.71,657,Current,0,0
1431,3937,7,13,20230831,20230910.0,9019.43,7840.81,Approved,,8.16,Fixed,36,246.28,7742.11,98.7,False,,,704,Current,0,0
1432,1409,8,40,20230521,20230611.0,692644.98,619080.55,Approved,,4.24,Fixed,240,3830.26,523321.68,95758.87,True,Property,900534.57,745,Paid Off,0,0
1433,1055,9,12,20231208,20231214.0,199362.55,188668.96,Approved,,5.86,Variable,0,,151800.58,36868.38,True,Property,314811.62,748,Current,0,0
1434,384,8,25,20221017,20221113.0,1106527.12,942216.96,Approved,,6.28,Fixed,300,6233.0,747535.93,194681.03,True,Property,1557239.6,633,Defaulted,0,0
1435,883,8,20,20220305,20220316.0,219130.45,202258.47,Approved,,7.23,Fixed,240,1596.15,177030.51,25227.96,True,Property,326546.98,666,Current,0,0
1436,2624,9,30,20230323,20230419.0,76315.81,66694.11,Approved,,5.37,Variable,0,,51129.94,15564.17,True,Property,189700.14,702,Current,0,0
1437,1466,9,15,20221031,,162027.2,,Rejected,Low Credit Score,,Variable,0,,,,True,Property,400668.48,660,,0,0
1438,905,8,13,20230829,20230906.0,1077192.18,941495.74,Approved,,5.93,Fixed,240,6707.2,823577.28,117918.46,True,Property,1340578.45,808,Current,0,0
1439,762,7,43,20220602,,14083.2,,Rejected,Insufficient Income,,Fixed,48,,,,False,,,719,,0,0
1440,4480,7,12,20220125,20220211.0,20103.63,17620.59,Approved,,9.89,Fixed,24,812.21,16315.14,1305.45,False,,,738,Current,0,0
1441,2182,9,44,20230708,20230711.0,222701.89,219908.95,Approved,,5.0,Variable,0,,160079.05,59829.9,True,Property,449748.29,733,Current,0,0
1442,3881,7,37,20230721,,16846.91,,Rejected,Low Credit Score,,Fixed,48,,,,False,,,773,,0,0
1443,259,9,13,20230828,,64253.93,,Pending,,,Variable,0,,,,True,Property,124154.65,694,,0,0
1444,4311,7,9,20231024,20231110.0,42961.73,41946.43,Approved,,7.7,Fixed,24,1891.39,39742.01,2204.42,False,,,576,Current,0,0
1445,566,9,45,20230925,20231020.0,190703.75,188682.72,Approved,,5.58,Variable,0,,181780.09,6902.63,True,Property,412680.75,711,Current,0,0
1446,2550,7,23,20230614,,22819.82,,Rejected,Insufficient Income,,Fixed,24,,,,False,,,627,,0,0
1447,2495,8,12,20221210,,727466.08,,Pending,,,Fixed,240,,,,True,Property,981086.05,637,,0,0
1448,1308,7,8,20220809,20220829.0,49968.5,46186.7,Approved,,7.58,Fixed,36,1438.39,44357.62,1829.08,False,,,726,Current,0,0
1449,985,7,24,20220325,20220328.0,32654.79,27836.08,Approved,,5.6,Fixed,48,648.64,21636.79,6199.29,False,,,779,Defaulted,0,0
1450,2050,9,50,20220725,20220818.0,77589.96,69109.07,Approved,,6.85,Variable,0,,62560.99,6548.08,True,Property,171542.24,681,Current,0,0
1451,1692,7,49,20220814,20220821.0,38961.31,34795.26,Approved,,4.86,Fixed,36,1040.66,34001.69,793.57,False,,,704,Current,0,0
1452,2968,9,44,20220222,20220308.0,88106.43,75965.8,Approved,,7.19,Variable,0,,59593.39,16372.41,True,Property,180425.02,816,Paid Off,0,0
1453,1739,8,17,20231012,20231106.0,1038932.78,973895.53,Approved,,7.22,Fixed,300,7020.57,753723.38,220172.15,True,Property,1279373.04,699,Current,0,0
1454,3417,7,11,20220516,20220613.0,37329.09,33330.69,Approved,,9.54,Fixed,36,1068.3,29954.26,3376.43,False,,,888,Current,0,0
1455,570,8,9,20220530,20220619.0,503450.28,455018.34,Approved,,4.85,Fixed,240,2965.34,358389.58,96628.76,True,Property,723909.51,725,Current,0,0
1456,452,8,12,20220911,20220917.0,496479.18,479704.93,Approved,,5.75,Fixed,300,3017.85,340196.05,139508.88,True,Property,726344.38,539,Current,0,0
1457,3715,7,46,20230308,20230324.0,35967.42,34439.94,Approved,,10.28,Fixed,24,1593.68,32381.8,2058.14,False,,,740,Current,0,0
1458,1771,7,45,20230317,20230413.0,24841.39,24101.28,Approved,,6.55,Fixed,36,739.23,19601.09,4500.19,False,,,710,Current,0,0
1459,3086,9,17,20231115,20231119.0,99134.92,93084.74,Approved,,5.27,Variable,0,,90042.89,3041.85,True,Property,172743.03,783,Current,0,0
1460,132,9,38,20230615,20230712.0,179822.69,155560.45,Approved,,7.16,Variable,0,,130390.75,25169.7,True,Property,280208.22,733,Delinquent,0,0
1461,70,9,37,20230106,,101213.96,,Rejected,High Debt-to-Income Ratio,,Variable,0,,,,True,Property,246965.58,668,,0,0
1462,542,8,32,20221231,20230106.0,666037.89,635107.13,Approved,,5.68,Fixed,300,3968.68,622410.23,12696.9,True,Property,837753.92,582,Current,0,0
1463,1065,7,19,20220729,,35703.75,,Pending,,,Fixed,36,,,,False,,,663,,0,0
1464,4314,8,36,20221021,20221112.0,884891.68,882139.5,Approved,,6.21,Fixed,300,5797.41,678181.73,203957.77,True,Property,999463.32,611,Current,0,0
1465,1019,9,10,20230527,,81353.52,,Pending,,,Variable,0,,,,True,Property,160263.5,633,,0,0
1466,2226,8,9,20230522,20230609.0,1166263.61,1147950.34,Approved,,6.28,Fixed,240,8410.78,1119394.34,28556.0,True,Property,1671367.12,727,Current,0,0
1467,203,7,1,20231026,20231116.0,39755.24,36260.45,Approved,,5.0,Fixed,60,684.28,28251.65,8008.8,False,,,813,Current,0,0
1468,2994,9,14,20221103,20221103.0,61156.02,58701.32,Approved,,6.26,Variable,0,,42804.86,15896.46,True,Property,139529.22,711,Paid Off,0,0
1469,187,9,13,20230123,20230208.0,95517.05,89539.06,Approved,,4.28,Variable,0,,75258.76,14280.3,True,Property,227987.77,584,Current,0,0
1470,4995,8,23,20231225,20231226.0,758874.95,682537.45,Approved,,5.57,Fixed,240,4722.11,502394.14,180143.31,True,Property,1065645.01,715,Current,0,0
1471,1408,7,1,20220722,20220812.0,17711.32,17204.03,Approved,,5.84,Fixed,60,331.32,15405.58,1798.45,False,,,775,Current,0,0
1472,531,7,20,20220225,20220318.0,25982.82,25675.97,Approved,,7.02,Fixed,36,793.03,21137.59,4538.38,False,,,631,Current,0,0
1473,1076,7,22,20220403,,29418.49,,Rejected,Incomplete Application,,Fixed,60,,,,False,,,669,,0,0
1474,3794,8,20,20220314,20220315.0,529916.99,465233.52,Approved,,4.84,Fixed,240,3029.36,382943.56,82289.96,True,Property,721871.78,681,Defaulted,0,0
1475,2314,9,17,20231029,20231123.0,83973.12,76678.21,Approved,,7.03,Variable,0,,55812.06,20866.15,True,Property,172709.69,617,Delinquent,0,0
1476,4678,8,9,20220626,20220710.0,442902.97,387315.35,Approved,,4.73,Fixed,300,2203.7,314017.23,73298.12,True,Property,561653.58,731,Current,0,0
1477,2766,9,18,20221128,,296367.83,,Pending,,,Variable,0,,,,True,Property,644037.76,670,,0,0
