account_id,customer_id,product_id,location_id,open_date_id,close_date_id,account_status,current_balance,credit_limit,original_amount,relationship_manager_id,overdraft_limit,last_activity_date
1829,560,7,29,20210822,,Active,3902.01,,11688.15,1,,2023-12-14
1830,561,1,2,20200407,,Active,32599.31,,,44,500.0,2021-06-23
1831,561,9,27,20210417,,Active,23168.05,51575.31,,33,,2023-08-15
1832,561,5,42,20180521,,Active,97075.98,,,72,,2021-03-24
1833,561,4,9,20230122,,Active,77532.81,,,81,,2023-10-27
1834,561,2,36,20200111,,Active,9674.34,,,89,,2021-04-30
1835,562,1,15,20220609,,Active,16718.63,,,97,500.0,2022-10-14
1836,562,3,1,20200914,,Active,111009.01,,,100,,2023-08-05
1837,563,1,35,20210103,,Active,22088.05,,,33,500.0,2021-03-29
1838,563,4,34,20201226,,Active,69999.06,,,36,,2023-08-10
1839,563,2,12,20221222,,Active,15135.85,,,17,,2023-02-26
1840,564,1,9,20230930,,Active,34327.76,,,13,500.0,2023-12-26
1841,564,9,32,20211101,,Active,24087.68,63594.29,,17,,2021-12-13
1842,565,1,19,20230211,,Active,36531.5,,,33,500.0,2023-06-24
1843,565,9,46,20200903,,Active,64649.79,137719.91,,76,,2023-06-06
1844,565,5,20,20201107,20210509.0,Closed,88570.59,,,83,,2023-02-22
1845,566,1,13,20190304,,Active,48327.21,,,2,500.0,2020-07-06
1846,566,2,19,20180801,,Active,36217.15,,,26,,2022-08-03
1847,567,1,11,20220122,,Active,25989.67,,,43,500.0,2022-12-11
1848,567,9,18,20191102,,Active,40074.27,231734.89,,24,,2021-01-30
1849,567,3,16,20200517,,Active,92579.37,,,44,,2022-02-20
1850,567,2,30,20210328,,Active,12978.83,,,17,,2022-06-23
1851,568,1,42,20170719,,Active,41977.09,,,84,500.0,2021-12-25
1852,568,10,13,20231024,,Active,0.0,,,22,,2023-11-27
1853,568,8,50,20151018,,Active,482839.97,,532482.29,29,,2016-02-08
1854,568,6,12,20221224,,Active,1674.95,2500.0,,58,,2023-03-28
1855,568,9,38,20230106,,Active,22820.73,115389.42,,1,,2023-10-04
1856,569,1,15,20200426,,Active,43729.38,,,62,500.0,2020-06-22
1857,569,10,22,20220325,,Active,0.0,,,68,,2023-10-11
1858,570,1,44,20201020,,Active,39450.87,,,81,500.0,2023-05-25
1859,570,9,3,20220610,,Active,133734.37,294720.52,,94,,2023-04-22
1860,570,7,18,20200412,,Active,9113.42,,33525.29,18,,2022-04-30
1861,570,3,13,20210518,,Active,199947.83,,,29,,2022-08-04
1862,571,1,50,20210322,,Active,15155.37,,,27,500.0,2023-10-23
1863,571,10,3,20220607,,Active,0.0,,,7,,2022-10-27
1864,571,9,16,20200714,,Active,46734.99,128468.09,,70,,2023-05-22
1865,571,7,41,20201113,,Active,12153.76,,21991.09,97,,2023-11-14
1866,572,1,20,20220308,,Active,36564.07,,,79,500.0,2023-12-02
1867,572,7,21,20230215,20230924.0,Closed,16523.14,,30965.1,89,,2023-09-03
1868,573,1,19,20180605,,Active,44818.66,,,41,500.0,2022-08-03
1869,573,5,11,20190226,,Active,50278.31,,,77,,2020-11-26
1870,574,1,20,20200808,,Active,15830.82,,,20,500.0,2021-09-03
1871,574,9,34,20230112,,Active,23363.56,72185.29,,85,,2023-07-01
1872,574,5,27,20221022,,Active,80114.73,,,52,,2023-09-07
1873,575,1,39,20190305,,Active,40542.06,,,11,500.0,2020-04-09
1874,575,6,25,20201009,,Active,2560.69,5000.0,,66,,2022-02-06
1875,575,4,30,20220708,,Active,121512.6,,,59,,2022-07-10
1876,576,1,37,20191209,,Active,13031.8,,,15,500.0,2022-04-09
1877,576,7,3,20210212,20221017.0,Closed,22640.74,,35356.0,55,,2022-04-05
1878,577,1,12,20170620,,Active,4872.19,,,55,500.0,2019-07-26
1879,577,6,47,20210904,,Active,14048.64,25000.0,,36,,2021-10-17
1880,577,9,15,20190823,,Active,62477.33,272812.88,,45,,2022-12-09
1881,578,1,27,20220830,,Active,46807.8,,,22,500.0,2023-01-14
1882,578,10,14,20211106,,Active,0.0,,,29,,2023-12-01
1883,579,1,45,20160103,,Active,5518.86,,,69,500.0,2017-02-09
1884,579,7,4,20170927,,Active,29676.98,,36722.89,77,,2022-05-25
1885,579,8,22,20160327,,Active,345807.29,,499335.66,73,,2020-10-04
1886,580,1,11,20230423,,Active,21693.99,,,35,500.0,2023-08-19
1887,580,8,50,20220925,,Active,452553.28,,748178.24,39,,2023-07-05
1888,580,7,38,20230613,,Active,9308.77,,19051.66,50,,2023-08-11
1889,581,1,40,20200116,,Active,8333.86,,,13,500.0,2021-08-16
1890,581,5,15,20210405,,Active,128880.17,,,61,,2022-10-29
1891,581,4,41,20221115,,Active,150954.64,,,84,,2023-02-19
1892,582,1,26,20230528,,Active,4105.31,,,89,500.0,2023-10-09
1893,582,2,45,20211004,,Active,21148.32,,,34,,2022-11-01
1894,582,5,29,20220901,,Active,53456.28,,,68,,2023-11-20
1895,582,10,34,20220713,,Active,0.0,,,58,,2022-10-16
1896,583,1,7,20210904,,Active,26641.57,,,52,500.0,2023-05-27
1897,583,2,8,20220709,,Active,12625.75,,,85,,2022-08-01
1898,584,1,43,20150709,,Active,24955.57,,,11,500.0,2016-07-10
1899,584,4,44,20220203,,Active,152750.62,,,8,,2022-05-12
1900,584,8,36,20160226,,Active,459041.59,,542834.01,87,,2022-04-11
1901,585,1,5,20230906,,Active,3954.52,,,75,500.0,2023-12-22
1902,585,2,38,20220605,,Active,38116.46,,,39,,2022-10-09
1903,585,7,21,20230609,,Active,19207.75,,36422.07,85,,2023-07-22
1904,586,1,9,20220108,,Active,4086.86,,,19,500.0,2023-08-07
1905,586,3,19,20220217,,Active,62748.86,,,46,,2023-09-21
1906,586,9,44,20221202,,Active,7652.5,91956.03,,43,,2022-12-20
1907,586,4,33,20200303,,Active,169482.48,,,73,,2021-02-10
1908,587,1,16,20180309,,Active,2567.79,,,45,500.0,2020-10-30
1909,587,5,6,20191107,,Active,55941.55,,,72,,2022-06-15
1910,587,9,42,20220502,,Active,1170.68,79144.87,,75,,2023-12-08
1911,587,2,3,20171228,,Active,12835.37,,,98,,2022-07-01
1912,588,1,43,20170622,,Active,18002.6,,,84,500.0,2019-12-22
1913,588,4,41,20171224,,Active,145493.95,,,59,,2023-07-25
1914,589,1,1,20211007,,Active,25648.19,,,71,500.0,2022-12-11
1915,589,8,44,20220315,,Active,337455.27,,642359.04,100,,2023-05-09
1916,589,5,44,20210903,,Active,116050.85,,,58,,2023-09-01
1917,589,2,21,20210305,,Active,48631.13,,,36,,2022-10-11
1918,589,7,10,20230225,,Active,17362.76,,42360.11,96,,2023-08-22
1919,590,1,18,20220331,,Active,42441.58,,,69,500.0,2023-10-11
1920,590,4,40,20220703,,Active,97560.89,,,85,,2022-10-17
1921,590,5,27,20211212,20220715.0,Closed,143894.09,,,37,,2022-09-20
1922,590,8,19,20230811,,Active,958987.17,,1151104.02,10,,2023-11-18
1923,591,1,39,20220510,,Active,1843.14,,,83,500.0,2022-06-24
1924,591,3,46,20220922,,Active,100451.32,,,51,,2022-11-11
1925,591,4,22,20220627,,Active,29496.21,,,18,,2023-12-01
1926,591,10,46,20220901,,Active,0.0,,,27,,2023-08-04
1927,591,9,34,20220129,,Active,32880.33,77721.34,,69,,2022-06-21
1928,592,1,11,20231115,,Active,42236.8,,,80,500.0,2023-12-30
1929,592,7,20,20220612,,Active,10927.1,,27387.32,65,,2022-09-18
1930,592,9,37,20231011,,Active,24504.07,61174.83,,56,,2023-12-28
1931,593,1,33,20221014,,Active,30533.02,,,32,500.0,2022-12-09
1932,593,3,41,20170924,,Active,158535.9,,,46,,2023-07-06
1933,593,6,28,20160528,,Active,85.67,1000.0,,65,,2017-11-17
1934,594,1,39,20200110,,Active,22029.38,,,43,500.0,2022-12-22
1935,594,8,50,20221002,,Active,268592.13,,337134.14,44,,2023-05-16
1936,594,9,42,20210914,,Active,4187.69,203289.47,,51,,2023-03-03
1937,595,1,45,20220130,20230517.0,Closed,39253.59,,,95,500.0,2022-02-05
1938,595,5,24,20210619,,Active,23215.52,,,93,,2022-04-05
1939,595,4,19,20200816,,Active,128777.33,,,17,,2021-04-13
1940,595,10,48,20230221,,Active,0.0,,,25,,2023-04-19
1941,595,7,34,20200309,,Active,13362.23,,29077.67,2,,2023-07-18
1942,596,1,35,20230918,20230928.0,Closed,21722.17,,,70,500.0,2023-09-26
1943,596,9,8,20221012,20230905.0,Closed,24441.89,121224.77,,89,,2023-05-11
1944,596,3,27,20201222,,Active,51016.22,,,44,,2021-01-29
1945,596,5,28,20220709,,Active,76190.47,,,50,,2023-05-06
1946,597,1,36,20210329,,Active,48770.02,,,86,500.0,2022-02-16
1947,597,8,43,20201021,,Active,325908.14,,408854.0,18,,2021-03-08
1948,597,5,4,20190421,,Active,42949.95,,,37,,2019-10-09
1949,598,1,37,20200831,,Active,37503.14,,,71,500.0,2022-06-03
1950,598,4,20,20200922,,Active,180841.38,,,83,,2020-12-02
1951,598,3,46,20191204,,Active,113000.07,,,95,,2020-08-04
1952,598,2,49,20231028,,Active,36179.59,,,12,,2023-11-19
1953,598,9,45,20221010,,Active,38689.51,100221.03,,73,,2023-08-26
1954,599,1,39,20220307,,Active,36858.82,,,1,500.0,2022-03-16
1955,599,5,38,20170819,,Active,120469.62,,,88,,2023-03-06
1956,599,9,5,20191111,,Active,90918.25,204772.03,,30,,2023-01-06
1957,599,7,31,20200420,,Active,1857.47,,5651.91,35,,2020-07-18
1958,600,1,46,20220816,,Active,46851.36,,,38,500.0,2023-02-04
1959,600,10,6,20201126,,Active,0.0,,,11,,2023-11-14
1960,600,7,13,20231002,,Active,17082.18,,32179.25,53,,2023-12-20
1961,600,2,40,20230929,,Active,37457.38,,,31,,2023-10-18
1962,601,1,36,20151119,,Active,4468.88,,,2,500.0,2019-12-25
1963,601,4,14,20160514,,Active,143137.25,,,32,,2020-12-27
1964,601,8,48,20230527,,Active,969335.08,,1030595.99,59,,2023-10-09
1965,602,1,19,20210525,,Active,47111.48,,,64,500.0,2023-10-03
1966,602,5,19,20230808,,Active,16232.43,,,47,,2023-08-29
1967,602,8,47,20210110,,Active,580253.57,,620606.1,41,,2022-05-11
1968,602,2,42,20231126,,Active,25305.68,,,10,,2023-12-05
1969,603,1,38,20211217,,Active,7641.25,,,24,500.0,2023-02-07
1970,603,6,40,20231219,,Active,111.11,2500.0,,63,,2023-12-22
1971,604,1,3,20200614,,Active,2191.05,,,88,500.0,2023-09-28
1972,604,7,1,20180617,,Active,26487.77,,40703.99,62,,2023-11-09
1973,604,5,10,20160723,,Active,30435.87,,,84,,2017-02-22
1974,604,10,44,20211109,,Active,0.0,,,64,,2022-10-01
1975,605,1,49,20170629,,Active,4623.51,,,40,500.0,2018-10-13
1976,605,9,14,20220204,,Active,24358.88,51470.67,,40,,2022-07-08
1977,605,5,10,20210830,,Active,54614.13,,,44,,2022-04-27
1978,606,1,6,20230312,,Active,37927.83,,,64,500.0,2023-12-13
1979,606,6,48,20210921,,Active,2760.71,15000.0,,64,,2022-02-10
1980,606,4,9,20231108,20231211.0,Closed,43813.78,,,65,,2023-12-27
1981,607,1,5,20220218,,Active,18771.81,,,77,500.0,2022-03-14
1982,607,5,42,20231230,,Active,3109.62,,,31,,2023-12-30
1983,607,3,37,20220507,,Active,89482.49,,,91,,2023-04-01
1984,607,2,16,20220215,,Active,46442.24,,,40,,2022-08-30
1985,608,1,39,20200902,,Active,2398.69,,,88,500.0,2022-05-15
1986,608,2,25,20200617,,Active,5408.64,,,98,,2022-10-02
1987,608,4,19,20210803,,Active,168070.66,,,37,,2023-05-29
1988,608,8,30,20191129,,Active,830656.2,,1145886.28,56,,2020-11-06
1989,608,9,6,20200425,,Active,85614.21,280251.34,,89,,2021-06-07
1990,609,1,27,20200524,,Active,28194.12,,,17,500.0,2021-08-22
1991,609,8,38,20210130,,Active,127875.64,,219842.99,64,,2023-12-15
1992,609,9,4,20220321,,Active,71434.39,227355.12,,12,,2023-07-01
1993,610,1,10,20201017,,Active,26402.66,,,45,500.0,2023-04-10
1994,610,6,4,20200430,,Active,3132.38,25000.0,,50,,2021-02-16
1995,610,3,27,20210404,,Active,24045.16,,,72,,2023-05-19
1996,610,2,8,20221008,,Active,41968.29,,,41,,2022-11-09
1997,611,1,2,20221222,,Active,45480.29,,,47,500.0,2023-12-07
1998,611,10,37,20211127,,Active,0.0,,,4,,2022-09-03
1999,611,2,20,20230705,,Active,2249.67,,,83,,2023-11-29
2000,611,9,6,20211016,,Active,77381.04,235136.67,,61,,2023-08-31
2001,612,1,31,20210817,,Active,38008.96,,,27,500.0,2022-01-13
2002,612,2,29,20230628,,Active,44496.43,,,72,,2023-10-25
2003,612,6,9,20230824,,Active,2320.24,10000.0,,50,,2023-11-25
2004,612,3,48,20170511,,Active,33915.28,,,67,,2022-04-02
2005,613,1,36,20220612,,Active,9681.66,,,84,500.0,2023-03-04
2006,613,6,5,20201210,20220818.0,Closed,1195.82,2500.0,,8,,2021-05-22
2007,613,3,1,20200509,,Active,149892.73,,,4,,2023-03-18
2008,613,9,9,20160415,,Active,40714.69,256342.94,,26,,2023-05-17
2009,614,1,6,20230227,,Active,15579.43,,,95,500.0,2023-07-27
2010,614,2,31,20230201,,Active,39218.89,,,7,,2023-10-04
2011,614,8,34,20231129,,Active,1047504.36,,1138771.4,26,,2023-12-19
2012,615,1,25,20190130,,Active,13266.97,,,13,500.0,2019-12-13
2013,615,8,46,20200920,,Active,343557.33,,541692.45,39,,2022-12-11
2014,616,1,43,20220719,,Active,41251.44,,,41,500.0,2023-04-14
2015,616,3,27,20210311,,Active,57984.02,,,81,,2023-01-26
2016,616,4,15,20171224,,Active,47291.52,,,8,,2018-12-02
2017,617,1,43,20191101,,Active,2300.4,,,90,500.0,2019-11-11
2018,617,2,33,20150617,,Active,38894.02,,,16,,2021-12-20
2019,617,5,23,20220625,,Active,103189.43,,,31,,2022-09-26
2020,618,1,35,20180424,,Active,18097.63,,,85,500.0,2020-10-01
2021,618,8,18,20220611,20231221.0,Closed,840784.53,,949146.59,79,,2022-12-16
2022,618,4,50,20220510,20231009.0,Closed,114310.67,,,33,,2022-12-29
2023,619,1,40,20210106,,Active,8890.79,,,27,500.0,2022-06-08
2024,619,9,23,20230317,,Active,62452.19,145256.91,,44,,2023-10-22
2025,619,5,43,20200627,,Active,110731.24,,,8,,2021-10-16
2026,619,3,1,20221124,,Active,178396.32,,,82,,2023-06-04
2027,620,1,32,20211227,,Active,14925.74,,,87,500.0,2022-08-03
2028,620,7,39,20171216,,Active,9875.57,,44407.83,48,,2020-11-01
2029,620,5,50,20221002,20230118.0,Closed,171829.43,,,96,,2023-06-05
2030,621,1,39,20230521,,Active,34195.34,,,13,500.0,2023-11-08
2031,621,7,8,20220831,,Active,2360.99,,10098.6,94,,2023-11-18
2032,621,3,38,20231111,,Active,146061.55,,,65,,2023-12-13
2033,622,1,44,20221201,,Active,39431.88,,,84,500.0,2023-08-19
2034,622,6,2,20220323,,Active,70.0,1000.0,,72,,2022-06-22
2035,622,2,50,20200118,,Active,36655.48,,,15,,2020-11-24
2036,622,9,39,20230701,,Active,19366.36,160321.23,,93,,2023-07-16
2037,622,5,7,20231017,,Active,41379.57,,,48,,2023-12-23
2038,623,1,7,20220323,,Active,16090.83,,,64,500.0,2022-12-11
2039,623,5,35,20210518,,Active,27123.26,,,49,,2022-04-18
2040,623,9,17,20230130,,Active,31798.03,96232.34,,3,,2023-06-16
2041,624,1,46,20221204,,Active,9946.4,,,43,500.0,2023-05-14
2042,624,2,15,20220618,,Active,4273.21,,,44,,2023-05-19
2043,624,10,3,20181113,20201211.0,Closed,0.0,,,24,,2023-09-05
2044,624,3,48,20170914,,Active,95116.42,,,35,,2023-01-19
2045,625,1,42,20220812,,Active,18661.56,,,63,500.0,2023-10-06
2046,625,10,34,20211223,,Active,0.0,,,93,,2023-08-26
2047,626,1,44,20220722,,Active,31450.89,,,5,500.0,2022-11-01
2048,626,4,28,20210914,,Active,32858.48,,,40,,2022-01-19
2049,626,5,38,20201207,,Active,127557.07,,,18,,2021-09-26
2050,627,1,46,20190123,,Active,11703.17,,,36,500.0,2019-11-02
2051,627,10,32,20200730,,Active,0.0,,,60,,2023-06-07
2052,627,6,40,20190804,,Active,848.61,2500.0,,54,,2021-07-02
2053,627,2,48,20220420,,Active,41984.24,,,26,,2022-05-08
2054,628,1,24,20220801,,Active,4117.83,,,95,500.0,2023-09-25
2055,628,4,17,20230319,,Active,2109.54,,,46,,2023-03-29
2056,628,2,48,20220701,,Active,9518.21,,,30,,2023-05-25
2057,628,10,15,20220216,20220721.0,Closed,0.0,,,33,,2022-06-01
2058,629,1,33,20210815,,Active,28161.26,,,19,500.0,2023-06-06
2059,629,10,34,20210617,,Active,0.0,,,61,,2023-03-09
2060,629,3,44,20221210,,Active,44877.54,,,64,,2022-12-10
2061,629,4,17,20210726,,Active,42047.63,,,81,,2022-04-20
2062,630,1,44,20200531,20211001.0,Closed,5402.86,,,1,500.0,2023-01-16
2063,630,4,8,20230528,,Active,19070.95,,,83,,2023-06-12
2064,630,2,24,20220707,,Active,24629.59,,,74,,2022-09-20
2065,630,3,11,20211231,,Active,158736.36,,,10,,2023-09-20
2066,630,9,20,20200926,,Active,34896.29,276570.38,,95,,2023-05-04
2067,631,1,17,20191126,,Active,15127.3,,,97,500.0,2022-02-06
2068,631,6,23,20220515,,Active,6807.21,10000.0,,3,,2022-12-06
2069,631,5,15,20180928,,Active,30416.67,,,71,,2022-01-13
2070,631,2,36,20210626,,Active,31797.06,,,13,,2023-02-15
2071,632,1,44,20220609,,Active,44246.42,,,66,500.0,2023-12-09
2072,632,3,32,20210606,,Active,154841.96,,,29,,2023-12-13
2073,632,5,32,20210216,,Active,163864.47,,,16,,2022-05-15
2074,632,9,10,20191202,,Active,18159.31,105815.06,,69,,2021-06-29
2075,632,7,14,20230212,,Active,31391.7,,41663.54,98,,2023-06-26
2076,633,1,13,20161126,,Active,43328.33,,,68,500.0,2018-07-06
2077,633,10,10,20231222,,Active,0.0,,,97,,2023-12-24
2078,633,9,16,20230408,,Active,19853.51,65136.75,,18,,2023-09-24
2079,633,3,2,20170904,,Active,139184.61,,,21,,2021-08-17
2080,633,2,21,20220726,,Active,17208.42,,,79,,2023-09-14
2081,634,1,16,20210512,,Active,2610.59,,,93,500.0,2022-09-06
2082,634,7,33,20220905,,Active,5279.94,,10430.9,46,,2023-12-03
2083,635,1,6,20211210,,Active,34116.91,,,33,500.0,2022-10-01
2084,635,10,34,20220313,,Active,0.0,,,67,,2022-06-17
2085,635,2,32,20201009,,Active,23739.76,,,82,,2022-02-02
2086,635,8,38,20220719,,Active,362778.3,,466572.56,74,,2023-09-28
2087,636,1,42,20231129,,Active,26754.01,,,100,500.0,2023-12-06
2088,636,6,13,20200813,,Active,2309.5,50000.0,,19,,2021-09-21
2089,636,9,5,20230712,,Active,4459.74,59547.73,,93,,2023-09-04
2090,637,1,29,20230809,,Active,17619.74,,,25,500.0,2023-10-08
2091,637,8,50,20210804,,Active,236249.67,,447246.64,42,,2022-08-04
2092,637,3,49,20210213,,Active,151230.87,,,89,,2021-07-18
2093,638,1,42,20221108,,Active,5817.42,,,46,500.0,2023-04-07
2094,638,6,36,20201005,,Active,4649.08,10000.0,,8,,2020-11-29
2095,638,3,37,20220831,,Active,183132.99,,,18,,2022-10-29
2096,639,1,24,20210103,,Active,21496.09,,,18,500.0,2021-11-11
2097,639,5,7,20201115,,Active,73768.49,,,82,,2021-05-19
2098,640,1,21,20191111,,Active,22444.97,,,85,500.0,2020-11-14
2099,640,2,23,20190810,,Active,18719.62,,,75,,2022-12-18
2100,640,4,24,20220311,,Active,121217.21,,,3,,2023-03-27
2101,641,1,15,20171001,,Active,34512.36,,,54,500.0,2019-04-09
2102,641,5,24,20160514,,Active,155059.6,,,97,,2016-12-25
2103,641,10,32,20230930,,Active,0.0,,,15,,2023-12-17
2104,642,1,4,20170405,,Active,2746.54,,,84,500.0,2023-04-17
2105,642,6,34,20180101,,Active,10368.84,15000.0,,27,,2023-03-10
2106,643,1,26,20161016,,Active,27011.12,,,28,500.0,2021-03-15
2107,643,6,26,20200413,,Active,34.79,1000.0,,46,,2021-08-22
2108,643,4,32,20200830,,Active,188567.34,,,37,,2022-02-17
2109,643,8,26,20201222,,Active,697144.15,,882983.47,51,,2022-10-25
2110,644,1,16,20230726,,Active,903.63,,,39,500.0,2023-09-24
2111,644,7,30,20211205,20220204.0,Closed,23290.26,,46023.07,36,,2023-04-04
2112,644,4,49,20220909,,Active,123916.14,,,88,,2023-07-14
2113,645,1,39,20170618,,Active,40275.91,,,26,500.0,2020-08-24
2114,645,6,22,20180206,,Active,7462.6,15000.0,,50,,2020-06-27
2115,645,8,10,20200308,,Active,200158.45,,305195.52,91,,2023-03-01
2116,646,1,35,20190110,,Active,47744.75,,,78,500.0,2020-09-07
2117,646,4,27,20190914,,Active,178448.9,,,95,,2020-12-20
2118,646,8,38,20180807,,Active,204884.59,,289817.67,12,,2021-07-20
2119,646,5,12,20160925,,Active,88415.42,,,19,,2018-11-04
2120,647,1,23,20231228,,Active,45709.74,,,76,500.0,2023-12-29
2121,647,9,31,20220112,,Active,8855.79,66750.46,,95,,2023-01-22
2122,648,1,29,20220829,,Active,44603.67,,,94,500.0,2023-09-15
2123,648,6,30,20220806,,Active,8239.83,15000.0,,77,,2023-11-30
2124,649,1,18,20220525,,Active,19999.22,,,32,500.0,2023-02-10
2125,649,8,26,20220806,,Active,449863.26,,858514.28,29,,2022-12-10
2126,650,1,12,20200106,,Active,47406.09,,,27,500.0,2022-03-22
2127,650,9,36,20200818,,Active,86451.88,209886.73,,75,,2021-12-17
2128,651,1,27,20220524,,Active,31401.62,,,29,500.0,2023-12-02
2129,651,9,30,20171104,,Active,17264.65,68563.35,,71,,2021-04-10
2130,651,10,7,20201215,,Active,0.0,,,95,,2023-09-02
2131,651,8,37,20220919,,Active,562347.76,,583090.78,68,,2023-03-09
2132,652,1,4,20200324,,Active,5945.63,,,46,500.0,2020-09-15
2133,652,5,41,20180428,,Active,159546.98,,,80,,2018-08-21
2134,652,7,27,20200521,,Active,13369.01,,18449.8,67,,2022-01-03
2135,653,1,44,20230409,,Active,22472.63,,,34,500.0,2023-07-11
2136,653,2,38,20210202,,Active,33322.27,,,21,,2021-09-25
2137,653,10,42,20210102,,Active,0.0,,,52,,2021-10-17
2138,654,1,47,20231030,,Active,7793.55,,,90,500.0,2023-12-29
2139,654,3,35,20201209,,Active,189069.78,,,57,,2022-07-10
2140,654,8,35,20191223,,Active,834559.88,,1079129.46,50,,2020-11-01
2141,654,9,48,20220130,,Active,53712.93,251655.33,,63,,2022-10-15
2142,655,1,24,20210830,,Active,19345.6,,,17,500.0,2022-09-14
2143,655,8,29,20200226,,Active,306859.22,,603027.07,47,,2023-07-03
2144,655,5,42,20191011,,Active,52109.88,,,72,,2022-10-01
2145,656,1,7,20181124,,Active,28728.03,,,9,500.0,2019-03-05
2146,656,5,35,20181125,,Active,183298.13,,,83,,2019-01-29
2147,656,10,42,20200309,,Active,0.0,,,61,,2022-03-17
2148,657,1,43,20230308,,Active,46004.94,,,65,500.0,2023-09-27
2149,657,9,34,20220413,,Active,37035.24,184259.08,,23,,2023-09-18
2150,657,10,46,20200721,,Active,0.0,,,9,,2022-11-27
2151,658,1,1,20220929,,Active,27658.2,,,17,500.0,2023-08-01
2152,658,6,11,20230324,,Active,274.38,15000.0,,23,,2023-05-22
2153,658,2,25,20220408,,Active,14779.73,,,56,,2022-06-24
2154,659,1,24,20191014,,Active,23701.38,,,72,500.0,2020-10-31
2155,659,8,26,20220301,,Active,358183.05,,609236.28,46,,2022-05-28
2156,660,1,49,20221219,,Active,10135.13,,,74,500.0,2023-01-05
2157,660,2,44,20170304,,Active,49281.66,,,94,,2022-01-28
2158,660,6,46,20161119,,Active,435.84,1000.0,,16,,2021-02-25
2159,660,3,39,20201122,,Active,79681.4,,,10,,2021-11-22
2160,660,9,24,20230620,,Active,69568.55,241553.57,,58,,2023-09-02
2161,661,1,37,20230331,,Active,41923.76,,,71,500.0,2023-08-30
2162,661,6,44,20210930,,Active,475.36,1000.0,,59,,2023-09-07
2163,661,4,21,20220302,20221006.0,Closed,162688.64,,,39,,2023-05-26
2164,662,1,25,20190523,,Active,42419.79,,,89,500.0,2020-03-20
2165,662,2,27,20231013,,Active,7169.6,,,59,,2023-10-17
2166,662,4,31,20220314,,Active,164669.03,,,15,,2023-06-01
2167,663,1,15,20220814,,Active,2271.85,,,92,500.0,2022-12-23
2168,663,3,2,20180828,,Active,188928.92,,,11,,2020-08-20
2169,663,8,25,20230531,,Active,557993.02,,769075.48,86,,2023-07-26
2170,664,1,16,20210130,,Active,1342.07,,,89,500.0,2021-02-05
2171,664,4,9,20201126,,Active,62283.18,,,28,,2020-11-27
2172,665,1,2,20210603,,Active,9115.79,,,78,500.0,2023-08-03
2173,665,4,17,20220315,,Active,33873.56,,,44,,2022-07-24
2174,665,5,41,20200111,,Active,80882.61,,,81,,2020-12-22
2175,666,1,42,20220713,,Active,12965.47,,,4,500.0,2023-10-03
2176,666,2,13,20231115,,Active,5384.97,,,73,,2023-12-13
2177,667,1,7,20201006,,Active,34757.58,,,57,500.0,2021-11-30
2178,667,7,36,20210516,,Active,13043.81,,19377.43,29,,2022-02-11
2179,667,6,21,20230420,,Active,21068.92,50000.0,,4,,2023-04-28
2180,667,4,12,20160909,,Active,131278.5,,,53,,2017-05-10
2181,668,1,10,20210214,,Active,48639.4,,,8,500.0,2021-04-22
2182,668,9,7,20210613,,Active,20682.77,215898.8,,37,,2023-12-06
2183,669,1,33,20190110,,Active,40605.06,,,65,500.0,2020-05-19
2184,669,2,37,20190701,,Active,47063.62,,,80,,2020-09-23
2185,669,8,2,20151218,,Active,195169.09,,239091.84,54,,2021-01-04
2186,669,10,47,20210710,,Active,0.0,,,95,,2022-04-01
2187,670,1,5,20171225,,Active,42180.04,,,8,500.0,2022-03-06
2188,670,10,38,20200408,,Active,0.0,,,8,,2021-06-20
2189,670,4,15,20220123,,Active,131715.95,,,85,,2023-04-15
2190,671,1,35,20191201,,Active,19311.23,,,68,500.0,2020-03-15
2191,671,8,13,20231123,,Active,486065.23,,514115.08,77,,2023-11-28
2192,671,2,30,20190808,,Active,32258.24,,,62,,2020-03-22
2193,672,1,32,20220516,,Active,27114.72,,,43,500.0,2023-10-21
2194,672,2,45,20230820,20231223.0,Closed,34661.61,,,80,,2023-10-28
2195,672,7,12,20230919,,Active,11409.19,,37858.44,74,,2023-09-23
2196,672,3,15,20220531,,Active,190441.42,,,73,,2023-03-27
2197,673,1,2,20210428,,Active,25738.47,,,33,500.0,2022-12-16
2198,673,9,13,20230201,,Active,54402.32,114047.46,,22,,2023-12-16
2199,673,10,50,20200810,,Active,0.0,,,89,,2020-09-20
2200,673,3,40,20230105,,Active,137474.47,,,40,,2023-11-19
2201,674,1,14,20220304,,Active,6751.81,,,19,500.0,2023-09-19
2202,674,3,45,20210703,,Active,7678.02,,,88,,2023-10-19
2203,674,2,35,20191227,,Active,19398.33,,,49,,2023-12-23
2204,674,8,15,20200325,,Active,655055.12,,1108032.74,34,,2023-02-25
2205,675,1,11,20230415,,Active,14988.56,,,12,500.0,2023-04-15
2206,675,10,19,20201027,20211202.0,Closed,0.0,,,57,,2021-06-04
2207,675,3,21,20231017,,Active,79959.08,,,63,,2023-12-16
2208,676,1,22,20230427,,Active,12590.54,,,54,500.0,2023-11-30
2209,676,7,12,20220309,20231215.0,Closed,37059.95,,46814.56,36,,2023-06-23
2210,676,3,38,20220815,,Active,24044.8,,,59,,2022-09-25
2211,677,1,45,20210929,,Active,40534.24,,,52,500.0,2022-09-26
